prim-ocak-aralik-zamanlama|Prim Ocak veya Aralıkta ödenirse ne değişir?|timing|100000,50000,0,11|Ödeme ayı nakit dağılımını değiştirir. Yıllık katkıyla prim ayının ek netini ayrı karşılaştırın.|Aynı toplam brüt bazen aynı yıllık neti verir; nakit akışı yine farklıdır. Tavan ve koşullar değişirse sonuç değişebilir.|Ödeme ayı katkısını yıllık toplamdan ayrı okuyun.
prim-mart-haziran-zamanlama|Mart ve Haziran primi nasıl karşılaştırılır?|timing|85000,40000,2,5|Erken prim matrah etkisini de erken başlatabilir. Yalnız ödeme ayındaki büyük nete bakmayın.|Tek değişen ödeme ayıdır; maaş ve prim aynı kalır. Böylece zamanlama ücret değişikliğinden ayrılır.|Tarihi değiştirirken diğer girdileri sabit tutun.
prim-zamanlama-sabit-ucret|Prim tarihinde hangi değişken sabit kalmalı?|timing|120000,60000,3,8|Ücret de değişiyorsa zamanlama ve zam etkisi karışır. Önce sabit maaş altında tarihi değiştirin.|Örnek zam içermez. Gerçek iki tarih arasında zam varsa ücret dizisi yeniden hesaplanmalıdır.|Ücret ve prim tarihi için ayrı senaryo kurun.
prim-tatil-oncesi-sonrasi|Tatil öncesi ve sonrası primin farkı nedir?|timing|90000,30000,4,7|Yıllık katkı yakın olsa da harcamadan önce tahsilat bütçeyi farklı etkiler. Tarih kararın parçasıdır.|Model faiz veya paranın zaman değerini hesaplamaz. Erken tahsilat yararını bordro netinden ayırın.|Henüz alınmamış geliri mevcut bakiye saymayın.
prim-iki-farkli-ceyrek|Farklı çeyreklerde prim nasıl karşılaştırılır?|timing|150000,80000,2,8|Aynı primi farklı çeyreklerde hesaplayıp ay katkısını yıllık farktan ayırın. Sonuç matrah akışına bağlıdır.|Çeyrek etiketi bordro ayının yerine geçmez. Mart ve Eylül seçilir; döneme yayılmış komisyon yoktur.|Prim planındaki gerçek bordro ayını öğrenin.
prim-odemesi-bir-ay-kayarsa|Prim bir ay kayarsa net değişir mi?|timing|100000,50000,3,4|Eşiğe yakınken bir ay kayma ödeme ayı katkısını değiştirebilir. Aynı varsayımlarla iki hesap yapın.|Nisan ve Mayıs alternatiflerdir; iki ayda da prim alınmış gibi toplanmaz.|Alternatifleri etiketleyin, yıllık primi iki kez saymayın.
prim-haziran-eylul-farki|Haziran ve Eylül primi aynı neti verir mi?|timing|110000,45000,5,8|Eşitlik oran tahminiyle değil iki bordro hesabıyla kontrol edilir. Bazı ücretlerde sonuç eşit olabilir.|Örnekler tavan altında tutulur. Başka prim veya tavan aşımı eklendiğinde kapsam değişir.|Aylık ve yıllık katkıyı birlikte kaydedin.
yil-basi-prim-butce-avantaji|Yıl başı priminin bütçe avantajı nedir?|timing|75000,30000,0,6|Erken tahsilat ve yüksek yıllık net aynı şey değildir. Ocak ile Temmuzda iki avantajı ayırın.|Hesap enflasyon veya getiri varsaymaz. Paranın kullanım değerini eklemek ayrı bir varsayım olmalıdır.|Bordro sonucu ve tahsil tarihi yararını farklı sütuna yazın.
prim-yil-sonuna-ertelenirse|Prim yıl sonuna ertelenirse ne değişir?|timing|130000,60000,5,11|Aynı yıl içi erteleme hesaplanabilir; gelecek yıla kayma başka parametreler gerektirir.|Haziran-Aralık örneği gelecek Ocak için kesin net üretmez. Ay değişimi ile vergi yılı değişimi aynı değildir.|Ödemenin ay mı yıl mı değiştirdiğini belirleyin.
prim-odeme-plani-karsilastirma|Prim ödeme planı teklifte nasıl karşılaştırılır?|timing|160000,90000,1,9|Aynı nominal prim farklı tarihlerde farklı nakit akışı yaratır. Takvimi paket toplamından ayrı okuyun.|Şubat ve Ekimde ödemenin garanti olduğu varsayılır. Hak ediş ve ayrılma koşulları hesaplanmaz.|Kazanılma ve ödeme koşullarını yazılı netleştirin.
tek-prim-iki-taksit|Tek prim ve iki taksit nasıl karşılaştırılır?|split|100000,60000,2,8|Aynı toplam primi tek veya iki eşit ödemede hesaplayın. Yalnız dağılım değişsin.|Yıllık net eşit olsa bile aylık akış farklıdır. Eşit olmayan taksit veya tavan aşımı ayrı örnek gerektirir.|Toplam brütü sabit tutup tarihleri yazın.
alti-aylik-prim-bolunurse|Altı aylık prim bölünürse ne olur?|split|90000,40000,5,11|Toplam brüt değişmeden iki ödeme aylık akışı değiştirebilir. Yıllık ve aylık sonuç ayrı okunur.|Haziran ve Aralık eşit taksitlerdir; aylık düzenli prim değildir. Koşullar farklıysa planlar bordro dışında da farklıdır.|İki planda toplam primin eşitliğini kontrol edin.
yillik-bonus-iki-odeme|Yıllık bonus iki ödemede nasıl izlenir?|split|150000,100000,3,9|Her parçanın bordrodaki katkısını ayrı hesaplayın. Net toplam brüt taksit toplamı değildir.|Nisan ve Ekim aynı vergi yılındadır. Bir bölüm gelecek yıla kalırsa bu örnek geçerli olmaz.|Ödemelerin vergi yılını doğrulayın.
prim-taksiti-butce-dengesi|Prim taksitleri bütçeyi dengeler mi?|split|80000,30000,2,8|Taksitler nakit akışını dağıtabilir; gider takviminize uygunluğu ayrıca kontrol edilir.|Gider ilk taksitten önceyse dengeli dağılım o ödemeyi karşılamaz. Yıllık toplam yeterli bilgi değildir.|Primleri yüksek gider aylarıyla eşleştirin.
satis-bonusu-toplu-parcali|Satış bonusu toplu mu parçalı mı okunmalı?|split|110000,80000,4,10|Toplam brütü eşitleyip dağılım etkisini ölçün. Her taksidin neti kendi matrahıyla oluşur.|Mayıs-Kasım örneği hak ediş koşullarını karşılaştırmaz. Parçalı plandaki yeni şartlar ayrı değerlendirilir.|Önce hak ediş eşitliğini doğrulayın.
prim-taksiti-yil-sonu|İkinci prim taksiti Aralıkta ise nasıl planlanır?|split|120000,70000,5,11|Aralık taksidini yaz aylarında kullanılabilir gelir saymayın. Tarihi paket değerinden ayırın.|İki ödeme aynı yılda modellenir. İkinci taksidin koşullu olması ayrı belirsizliktir.|Temel gideri henüz alınmamış takside bağımlı kurmayın.
prim-bolunmesi-vergi-tasarrufu|Primi bölmek mutlaka vergi tasarrufu mu sağlar?|split|100000,50000,0,6|Bölünme otomatik yüksek yıllık net demek değildir. Aynı toplam ve koşullarda sonuçlar eşit olabilir.|Ödeme ayı farkını yıllık tasarruf saymayın. Tek örnek genel vergi planı yerine geçmez.|Yalnız ilk takside değil yıllık nete bakın.
prim-parcalari-esit-net-mi|Eşit brüt taksit eşit net mi olur?|split|95000,50000,1,7|Eşit brüt taksitler farklı aylarda farklı net katkı verebilir. Brütü ikiye bölmek neti eşitlemez.|İki eşit brüt parça kullanılır. Aylık farklar taksit etkisini temel maaştan ayırır.|Her taksidin kendi ayındaki ek netini gösterin.
performans-primi-iki-donem|İki dönem performans primi bütçeye nasıl girer?|split|140000,100000,2,8|Beklenen primleri garanti gelir saymayın. Bordro etkisiyle ödeme koşullarını ayırın.|Tablo iki ödemenin de yapıldığını varsayar. İkinci hedef belirsizse yalnız ilk ödeme senaryosu da gerekir.|Garanti ve koşullu primleri etiketleyin.
prim-taksit-takvim-kontrolu|Prim takviminde hangi toplamlar eşleşmeli?|split|170000,100000,3,9|Toplam brüt taksit toplamına; yıllık ek net aylık farkların toplamına eşit olmalıdır.|Ortalama gösterimi yuvarlanabilir. Temel kontrol kaydı aylık bordro dizisidir.|Brüt ve net toplamlarını ayrı doğrulayın.
zam-alim-gucu-senaryosu|Zam alım gücünü koruyor mu, nasıl sınanır?|purchasing|100000,20,0,60000,25|Brüt zam ve gider artışını doğrudan kıyaslamayın. Önce neti hesaplayıp kişisel gider varsayımını uygulayın.|Gider yüzdesi resmî enflasyon veya tahmin değildir. Kişisel stres testi girdisidir.|Gelir ve gider artışını ayrı varsayımlar olarak girin.
yil-ortasi-zam-gider-artisi|Yıl ortası zam ve yıl başı gider artışı nasıl okunur?|purchasing|90000,25,6,50000,20|Gider önce, zam sonra başlıyorsa eşit yüzdeler eşit bütçe etkisi yaratmaz. Tarihler önemlidir.|Yeni gider on iki ay, zam altı ay uygulanır. Bütün yılı zamlı saymak açığı gizler.|İki değişimin başlangıç aylarını ayrı kaydedin.
kira-agirlikli-butce-zam|Kira ağırlıklı bütçede zam nasıl değerlendirilir?|purchasing|85000,30,0,50000,35|Genel zam oranından önce gider sonrası nete bakın. Varsayımı kendi harcama bileşiminize göre oluşturun.|Toplam gider artışı kira fiyatı tahmini değildir. Farklı giderlerin aynı oranda artması gerekmez.|Gider bileşenlerini ayrı hesaplayıp toplamı bulun.
yuksek-zam-dusuk-butce-farki|Yüksek zam neden küçük bütçe farkı yaratır?|purchasing|120000,30,0,70000,40|Kesintiler ve gider artışı brüt zammın kullanılabilir farkını küçültebilir. Ölçü gider sonrası alandır.|Bu durum zammın değersiz olduğu anlamına gelmez; gelir ve gider birlikte değişmektedir.|Zamlı neti yeni giderle de sınayın.
zam-gecikmesi-alim-gucu|Geciken zam gider baskısını nasıl değiştirir?|purchasing|110000,25,8,65000,20|Zam Eylülde başlarsa ilk sekiz ay eski gelir kullanılır. Yıllık sonuç gecikmeyi içermelidir.|Model borç veya birikim hareketlerini hesaplamaz. Negatif alanın finansmanı ayrı nakit planıdır.|Yıl sonu maaşı yanında zam öncesi ayları inceleyin.
sabit-brut-gider-stresi|Sabit brütte gider stres testi nasıl yapılır?|purchasing|95000,0,0,50000,15|Zam sıfırken gider artışını denemek mevcut ücretin dayanıklılığını gösterir. Beklenen zam garanti sayılmaz.|Stres testi ekonomik tahmin değildir; olumsuz varsayımda daralan ayları görünür kılar.|İyimser zammı ayrı, kesin ücreti temel senaryoda kullanın.
zam-sonrasi-birikim-hedefi|Zam sonrası birikim hedefi nasıl güncellenir?|purchasing|130000,20,3,70000,10|Birikimi brüt zam kadar artırmadan önce netten yeni giderleri çıkarın. Her aylık fark düzenli birikim olmayabilir.|Düzensiz harcamalar eksikse alan yüksek görünür. Nisan zammı tam yıl zam gibi hesaplanmaz.|Önce gider bütçesini güncelleyin, sonra pay belirleyin.
teklif-gider-artisi-tasinma|Yeni ücret ve yaşam gideri nasıl birlikte okunur?|purchasing|100000,35,6,55000,30|Yeni gelir kazancını artan yaşam giderinden ayrı değerlendirmeyin. Aynı dönem kullanılmalıdır.|Şehir fiyatı tahmini yapılmaz. Gider artışı varsayımdır; tek seferlik taşınma ayrıca tutulur.|Taşınma giderini aylık artıştan ayırın.
zam-orani-hedef-gider|Hedef zam bütçe açığını kapatıyor mu?|purchasing|75000,25,0,45000,20|Hedef oran net bordro ve gider sonrası farkla sınanır. Brüt yüzde tek başına cevap değildir.|Bu piyasa ücret araştırması veya pazarlık önerisi değildir. Kendi girdilerinizin sonucudur.|Oranı değiştirirken gider varsayımını sabit tutun.
uc-senaryolu-maas-butcesi|İyimser ve temkinli maaş bütçesi nasıl ayrılır?|purchasing|150000,15,6,85000,20|Zam ve gider varsayımlarını farklı senaryolarda tutun. Temkinli sonuç kesin gelecek tahmini değildir.|Sayfa seçili örneği gösterir. Farklı senaryoların ortalaması kendiliğinden beklenen gelir olmaz.|Varsayımları sonucun hemen yanında açık yazın.
